request_count,distinct_paths,path_repeat_ratio,path_entropy,static_asset_ratio,error_rate,not_found_rate,auth_failure_rate,auth_failure_count,distinct_usernames,distinct_user_agents,requests_per_minute,interval_cv,max_depth,distinct_depths,label,profile
16.0,8.0,0.5,2.827819531114783,0.6875,0.0,0.0,0.0,0.0,0.0,1.0,21.52964654318942,1.6208426060565768,3.0,4.0,0,human
15.0,8.0,0.4666666666666667,2.789898095464287,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,40.432978562802184,1.865434675543908,3.0,4.0,0,human
11.0,7.0,0.36363636363636365,2.663532754804255,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,28.073400207467877,1.8820266592231414,3.0,3.0,0,human
16.0,7.0,0.5625,2.5243974703476995,0.6875,0.0,0.0,0.0,0.0,0.0,1.0,27.187535962543066,1.6018625545961445,3.0,4.0,0,human
26.0,8.0,0.6923076923076923,2.760495029766198,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,37.69466774624176,2.039665802298416,3.0,4.0,0,human
11.0,7.0,0.36363636363636365,2.663532754804255,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,29.756427980694234,1.8843114560535081,3.0,3.0,0,human
18.0,7.0,0.6111111111111112,2.6416041678685938,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,1.0,46.94598065952098,2.2250654471319393,3.0,3.0,0,human
18.0,7.0,0.6111111111111112,2.6416041678685933,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,1.0,40.138246219631505,2.1977989064203665,3.0,3.0,0,human
12.0,7.0,0.41666666666666663,2.688721875540867,0.75,0.0,0.0,0.0,0.0,0.0,1.0,38.56421902484893,2.096174309864723,3.0,3.0,0,human
16.0,8.0,0.5,2.7806390622295662,0.75,0.0,0.0,0.0,0.0,0.0,1.0,38.798233799721544,1.897969847670737,3.0,4.0,0,human
27.0,7.0,0.7407407407407407,2.629551280487389,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,1.0,35.84532579178374,2.1523307859184553,3.0,4.0,0,human
31.0,8.0,0.7419354838709677,2.7344303777051526,0.7741935483870968,0.0,0.0,0.0,0.0,0.0,1.0,30.528095368506907,1.9081289761648068,3.0,3.0,0,human
22.0,8.0,0.6363636363636364,2.776724800062121,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,29.39556513702071,1.7457584742416967,3.0,3.0,0,human
24.0,8.0,0.6666666666666667,2.8045851693377997,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,1.0,29.552344521826196,1.7653848179984775,3.0,4.0,0,human
21.0,7.0,0.6666666666666667,2.6247262095042956,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,1.0,28.01355293769649,1.9533112762709652,3.0,3.0,0,human
19.0,8.0,0.5789473684210527,2.8000446184790095,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,1.0,38.037110075786515,1.7500022915665963,3.0,4.0,0,human
24.0,6.0,0.75,2.5189704621597433,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,1.0,40.08771361423646,2.0916913064919886,3.0,3.0,0,human
24.0,8.0,0.6666666666666667,2.823934896284056,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,1.0,21.44082267981498,1.6356937044774895,3.0,3.0,0,human
26.0,7.0,0.7307692307692308,2.6723991045564555,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,29.606153171973414,1.9748592456792826,3.0,3.0,0,human
21.0,8.0,0.6190476190476191,2.7559113286549373,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,1.0,30.832092299842277,1.966415698030385,3.0,4.0,0,human
17.0,8.0,0.5294117647058824,2.777776811456786,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,1.0,30.141888426621712,1.9957479174853858,3.0,4.0,0,human
14.0,7.0,0.5,2.6455933144511468,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,38.750477219935,2.1901895639371065,3.0,3.0,0,human
31.0,10.0,0.6774193548387097,2.8806261511128777,0.7741935483870968,0.0,0.0,0.0,0.0,0.0,1.0,28.196769573257633,1.9043025877390687,3.0,4.0,0,human
16.0,7.0,0.5625,2.6556390622295662,0.75,0.0,0.0,0.0,0.0,0.0,1.0,28.41550826756473,1.9236110678263436,3.0,3.0,0,human
10.0,6.0,0.4,2.5219280948873624,0.7,0.0,0.0,0.0,0.0,0.0,1.0,36.40170777974926,1.7651371379053906,3.0,3.0,0,human
18.0,8.0,0.5555555555555556,2.7527152789797045,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,1.0,38.99385193118412,2.1862218385770626,3.0,3.0,0,human
21.0,7.0,0.6666666666666667,2.6433147583406384,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,1.0,38.36643708249303,1.7437716727669943,3.0,4.0,0,human
12.0,7.0,0.41666666666666663,2.625814583693911,0.75,0.0,0.0,0.0,0.0,0.0,1.0,34.8280011157503,2.0429250911196446,3.0,4.0,0,human
18.0,8.0,0.5555555555555556,2.794653473544342,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,33.394559270062835,1.8894259760678704,3.0,4.0,0,human
28.0,8.0,0.7142857142857143,2.768298353136146,0.75,0.0,0.0,0.0,0.0,0.0,1.0,30.124739197232877,1.8564146020836971,3.0,4.0,0,human
14.0,6.0,0.5714285714285714,2.502736171594004,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,41.25615246738341,2.280273243129849,3.0,3.0,0,human
16.0,8.0,0.5,2.75,0.75,0.0,0.0,0.0,0.0,0.0,1.0,35.947175131307965,2.0651661185991514,3.0,4.0,0,human
20.0,8.0,0.6,2.7841837197791888,0.75,0.0,0.0,0.0,0.0,0.0,1.0,40.42193022334758,1.8829651838682568,3.0,4.0,0,human
27.0,8.0,0.7037037037037037,2.7278854298227073,0.7407407407407407,0.0,0.0,0.0,0.0,0.0,1.0,26.13078595570254,1.8300822758500606,3.0,4.0,0,human
10.0,6.0,0.4,2.4464393446710155,0.7,0.0,0.0,0.0,0.0,0.0,1.0,41.83929035699754,1.6859574586615758,3.0,4.0,0,human
15.0,8.0,0.4666666666666667,2.7395722619867224,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,37.77254024173162,1.8400055988729809,3.0,4.0,0,human
20.0,7.0,0.65,2.665957320949175,0.75,0.0,0.0,0.0,0.0,0.0,1.0,35.61876363153176,1.957424469453141,3.0,4.0,0,human
27.0,9.0,0.6666666666666667,2.8320672443525936,0.7407407407407407,0.0,0.0,0.0,0.0,0.0,1.0,30.585947395306654,1.831529006462249,3.0,3.0,0,human
25.0,8.0,0.6799999999999999,2.7590795706241744,0.76,0.0,0.0,0.0,0.0,0.0,1.0,26.909626544007445,1.894525747169499,3.0,4.0,0,human
22.0,8.0,0.6363636363636364,2.7201287774331875,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,27.30261870781111,1.7682881313261294,3.0,4.0,0,human
19.0,9.0,0.5263157894736843,2.945038697540245,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,1.0,18.82232800084279,1.5441829513068437,3.0,3.0,0,human
26.0,9.0,0.6538461538461539,2.8993273557060752,0.7307692307692307,0.0,0.0,0.0,0.0,0.0,1.0,29.522779026864807,1.8587439411563778,3.0,4.0,0,human
22.0,8.0,0.6363636363636364,2.7499025061628966,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,1.0,29.658586791605412,1.9717797781592648,3.0,4.0,0,human
17.0,6.0,0.6470588235294117,2.498077546623641,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,1.0,35.717022229830505,2.137458632085641,3.0,4.0,0,human
24.0,9.0,0.625,2.867492461184755,0.75,0.0,0.0,0.0,0.0,0.0,1.0,35.7154805713571,1.9559385150291284,3.0,4.0,0,human
29.0,8.0,0.7241379310344828,2.746419154442154,0.7586206896551724,0.0,0.0,0.0,0.0,0.0,1.0,30.98030194381129,1.9252680381692935,3.0,4.0,0,human
17.0,6.0,0.6470588235294117,2.4692407821722844,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,1.0,38.82869337269885,2.006645068217778,3.0,4.0,0,human
17.0,8.0,0.5294117647058824,2.8221819586428727,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,1.0,27.30327564822234,1.7345025104080138,3.0,4.0,0,human
20.0,9.0,0.55,2.946439344671015,0.7,0.0,0.0,0.0,0.0,0.0,1.0,27.00043427105714,1.7005989824015897,3.0,4.0,0,human
22.0,8.0,0.6363636363636364,2.80649852879183,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,32.97884558339944,1.8090567923668837,3.0,3.0,0,human
24.0,8.0,0.6666666666666667,2.7841591278514217,0.75,0.0,0.0,0.0,0.0,0.0,1.0,25.271127887129264,1.8309174484982615,3.0,3.0,0,human
11.0,6.0,0.4545454545454546,2.481714572986073,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,40.64919729809619,2.0161883769259945,3.0,3.0,0,human
19.0,8.0,0.5789473684210527,2.800044618479009,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,1.0,29.197662687814315,1.8082380198936303,3.0,3.0,0,human
25.0,7.0,0.72,2.6906993328423074,0.76,0.0,0.0,0.0,0.0,0.0,1.0,26.939568146669167,1.9364419210386932,3.0,4.0,0,human
20.0,9.0,0.55,2.946439344671015,0.7,0.0,0.0,0.0,0.0,0.0,1.0,30.930384558831914,1.731482801486157,3.0,3.0,0,human
22.0,9.0,0.5909090909090908,2.89740761970092,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,25.86730738253696,1.811503444118375,3.0,3.0,0,human
29.0,9.0,0.6896551724137931,2.83139823881147,0.7586206896551724,0.0,0.0,0.0,0.0,0.0,1.0,31.180149004881255,1.9121534686897237,3.0,4.0,0,human
22.0,7.0,0.6818181818181819,2.642423961771975,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,1.0,28.33522196974683,1.9826244572629705,3.0,4.0,0,human
30.0,7.0,0.7666666666666666,2.6261444493561785,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,33.81050211366734,1.9898386062181757,3.0,3.0,0,human
24.0,7.0,0.7083333333333333,2.642079563925711,0.75,0.0,0.0,0.0,0.0,0.0,1.0,32.75246153287866,1.8858416725295801,3.0,3.0,0,human
20.0,7.0,0.65,2.6037016960573482,0.75,0.0,0.0,0.0,0.0,0.0,1.0,37.70799938936327,2.081591023619492,3.0,4.0,0,human
20.0,7.0,0.65,2.6037016960573482,0.75,0.0,0.0,0.0,0.0,0.0,1.0,46.92160959853997,1.768489766803664,3.0,3.0,0,human
29.0,7.0,0.7586206896551724,2.642848893143865,0.7586206896551724,0.0,0.0,0.0,0.0,0.0,1.0,29.193618769274888,1.9292387127107187,3.0,3.0,0,human
27.0,9.0,0.6666666666666667,2.816417264102826,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,1.0,34.14708082855712,2.0732814260805807,3.0,4.0,0,human
13.0,7.0,0.46153846153846156,2.7192945256669794,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,1.0,20.834856720070217,1.6495336615479403,3.0,3.0,0,human
12.0,6.0,0.5,2.5220552088742005,0.75,0.0,0.0,0.0,0.0,0.0,1.0,39.74130469949025,1.9645179284042227,3.0,3.0,0,human
25.0,7.0,0.72,2.648884070537636,0.76,0.0,0.0,0.0,0.0,0.0,1.0,35.479830638761094,1.9460213286073391,3.0,3.0,0,human
20.0,6.0,0.7,2.484183719779189,0.8,0.0,0.0,0.0,0.0,0.0,1.0,50.480736037179234,2.3198780682740927,3.0,4.0,0,human
26.0,8.0,0.6923076923076923,2.7493221814795326,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,29.230030778229334,1.9063665980033666,3.0,4.0,0,human
21.0,7.0,0.6666666666666667,2.660673233416842,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,1.0,28.96694747953596,1.9434117475739352,3.0,4.0,0,human
21.0,6.0,0.7142857142857143,2.5294881142662007,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,1.0,29.382027487777865,1.9241541426441888,3.0,4.0,0,human
13.0,6.0,0.5384615384615384,2.5073801024236357,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,34.91843830369427,2.0958313112981344,3.0,3.0,0,human
16.0,7.0,0.5625,2.577819531114783,0.75,0.0,0.0,0.0,0.0,0.0,1.0,34.84134347377618,1.8959271639195694,3.0,3.0,0,human
25.0,8.0,0.6799999999999999,2.7590795706241744,0.76,0.0,0.0,0.0,0.0,0.0,1.0,35.173607706548005,1.9922208487329665,3.0,4.0,0,human
13.0,7.0,0.46153846153846156,2.6031579868726,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,44.58963105608034,2.1010424446336544,3.0,3.0,0,human
31.0,9.0,0.7096774193548387,2.8161100220806197,0.7741935483870968,0.0,0.0,0.0,0.0,0.0,1.0,25.889934701948295,1.9077316641405309,3.0,4.0,0,human
31.0,9.0,0.7096774193548387,2.8161100220806197,0.7741935483870968,0.0,0.0,0.0,0.0,0.0,1.0,38.26149994648914,2.0567930232700076,3.0,4.0,0,human
27.0,9.0,0.6666666666666667,2.8517735027096114,0.7407407407407407,0.0,0.0,0.0,0.0,0.0,1.0,30.096224475383387,1.7389725371989961,3.0,4.0,0,human
22.0,8.0,0.6363636363636364,2.7333330526810657,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,1.0,34.134321266541434,1.9742902332194043,3.0,4.0,0,human
26.0,9.0,0.6538461538461539,2.8262452584026088,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,39.827989625548426,1.8676850961377758,3.0,4.0,0,human
20.0,9.0,0.55,2.8841837197791884,0.75,0.0,0.0,0.0,0.0,0.0,1.0,29.79772413376227,1.898388687824915,3.0,4.0,0,human
28.0,8.0,0.7142857142857143,2.7134552619472228,0.75,0.0,0.0,0.0,0.0,0.0,1.0,26.916464859276008,1.8592697506518752,3.0,4.0,0,human
15.0,6.0,0.6,2.523231428797621,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,46.735653562028965,1.8617782481477276,3.0,4.0,0,human
17.0,8.0,0.5294117647058824,2.8221819586428727,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,1.0,30.326498858244193,1.7073446751494972,3.0,3.0,0,human
26.0,9.0,0.6538461538461539,2.845100065928496,0.7307692307692307,0.0,0.0,0.0,0.0,0.0,1.0,29.64204667023657,1.822982612463615,3.0,4.0,0,human
23.0,7.0,0.6956521739130435,2.6657769146135104,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,1.0,37.74039115024666,1.8558417845504531,3.0,4.0,0,human
15.0,6.0,0.6,2.50558726169826,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,40.768462081653546,1.8225324983355835,3.0,3.0,0,human
23.0,7.0,0.6956521739130435,2.6657769146135104,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,1.0,27.928925035077555,1.860108054670282,3.0,4.0,0,human
22.0,8.0,0.6363636363636364,2.8064985287918303,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,26.75241397150787,1.7511901041612035,3.0,4.0,0,human
12.0,6.0,0.5,2.4591479170272446,0.75,0.0,0.0,0.0,0.0,0.0,1.0,41.57843204781302,2.242299983193395,3.0,3.0,0,human
17.0,8.0,0.5294117647058824,2.8221819586428727,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,1.0,31.688001965271592,1.810262043433231,3.0,4.0,0,human
24.0,8.0,0.6666666666666667,2.7406015629507228,0.75,0.0,0.0,0.0,0.0,0.0,1.0,28.586381764930877,1.8816832628925386,3.0,3.0,0,human
13.0,7.0,0.46153846153846156,2.6612262562697895,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,44.07447435225944,2.1597916190869704,3.0,3.0,0,human
16.0,7.0,0.5625,2.6556390622295662,0.6875,0.0,0.0,0.0,0.0,0.0,1.0,25.26023102466878,1.7071767412133616,3.0,3.0,0,human
12.0,7.0,0.41666666666666663,2.688721875540867,0.75,0.0,0.0,0.0,0.0,0.0,1.0,35.148599959033554,2.0313885370328353,3.0,4.0,0,human
29.0,7.0,0.7586206896551724,2.6774536372007742,0.7586206896551724,0.0,0.0,0.0,0.0,0.0,1.0,29.103959319184,1.8951502207588586,3.0,3.0,0,human
18.0,6.0,0.6666666666666667,2.4830067805200744,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,27.02509874653886,1.738744356608869,3.0,4.0,0,human
17.0,7.0,0.5882352941176471,2.660129752633257,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,1.0,34.96696154495684,1.956149472540174,3.0,3.0,0,human
14.0,7.0,0.5,2.6455933144511468,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,56.690453582317126,2.1698584061351776,3.0,3.0,0,human
15.0,7.0,0.5333333333333333,2.6565647621309543,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,25.88247197009175,1.863061600441979,3.0,4.0,0,human
20.0,7.0,0.65,2.6464393446710153,0.7,0.0,0.0,0.0,0.0,0.0,1.0,21.91696840822958,1.6366655164301276,3.0,4.0,0,human
28.0,8.0,0.7142857142857143,2.7134552619472223,0.75,0.0,0.0,0.0,0.0,0.0,1.0,37.1660750895585,1.7534347406606532,3.0,4.0,0,human
21.0,7.0,0.6666666666666667,2.6606732334168424,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,1.0,33.658174912900414,2.040566796791585,3.0,3.0,0,human
18.0,9.0,0.5,2.9057645846554525,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,31.977763246735407,1.8634780492295442,3.0,4.0,0,human
22.0,8.0,0.6363636363636364,2.772185460511672,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,28.063909206807764,1.7474159857906724,3.0,3.0,0,human
21.0,8.0,0.6190476190476191,2.738552853578733,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,1.0,34.03009376447268,2.0085907471491162,3.0,3.0,0,human
17.0,8.0,0.5294117647058824,2.8221819586428727,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,1.0,25.3394620030849,1.6927725592966332,3.0,4.0,0,human
31.0,7.0,0.7741935483870968,2.6303543743446895,0.7741935483870968,0.0,0.0,0.0,0.0,0.0,1.0,30.500796918465298,2.0448765977023973,3.0,4.0,0,human
15.0,7.0,0.5333333333333333,2.6565647621309543,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,29.352983272758934,1.784000067183077,3.0,3.0,0,human
26.0,8.0,0.6923076923076923,2.7225196425556857,0.7307692307692307,0.0,0.0,0.0,0.0,0.0,1.0,27.49274522052105,1.7792681343219927,3.0,4.0,0,human
10.0,6.0,0.4,2.5219280948873624,0.7,0.0,0.0,0.0,0.0,0.0,1.0,31.196816327364527,1.746617283693914,3.0,4.0,0,human
29.0,8.0,0.7241379310344828,2.7547493241037455,0.7586206896551724,0.0,0.0,0.0,0.0,0.0,1.0,33.24958351388559,1.9178613132380489,3.0,4.0,0,human
22.0,8.0,0.6363636363636364,2.80649852879183,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,31.661310031313526,1.8427274399542135,3.0,3.0,0,human
14.0,6.0,0.5714285714285714,2.4137995646056805,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,1.0,26.027982607375268,1.7589323950829694,3.0,3.0,0,human
10.0,7.0,0.30000000000000004,2.6464393446710153,0.7,0.0,0.0,0.0,0.0,0.0,1.0,35.927561590381835,1.7066947034412132,3.0,3.0,0,human
22.0,9.0,0.5909090909090908,2.840811597071987,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,1.0,27.05514308921868,1.9938942132106034,3.0,4.0,0,human
23.0,8.0,0.6521739130434783,2.8014036745597606,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,1.0,29.295117561217534,1.7521977379486668,3.0,4.0,0,human
11.0,7.0,0.36363636363636365,2.663532754804255,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,31.077376763903853,1.8894296180889174,3.0,4.0,0,human
18.0,7.0,0.6111111111111112,2.6416041678685938,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,1.0,40.83162339273516,2.2031348605994547,3.0,3.0,0,human
26.0,9.0,0.6538461538461539,2.815072410115943,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,1.0,34.495704447979605,2.0437451334871874,3.0,4.0,0,human
30.0,9.0,0.7,2.817856113506615,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,27.388777594109392,1.906238243332919,3.0,4.0,0,human
28.0,9.0,0.6785714285714286,2.8563124048043655,0.75,0.0,0.0,0.0,0.0,0.0,1.0,35.854933807177524,1.9170799990793645,3.0,4.0,0,human
14.0,7.0,0.5,2.699513850319966,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,1.0,31.18688278534666,1.838945802752311,3.0,3.0,0,human
17.0,7.0,0.5882352941176471,2.660129752633257,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,1.0,23.979279697658693,1.6563051108412705,3.0,4.0,0,human
14.0,7.0,0.5,2.610577243331642,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,1.0,22.282006123304335,1.7383899050843763,3.0,3.0,0,human
12.0,7.0,0.41666666666666663,2.688721875540867,0.75,0.0,0.0,0.0,0.0,0.0,1.0,38.51992891384812,2.02978151211058,3.0,3.0,0,human
30.0,9.0,0.7,2.8275392486883923,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,31.55764157433057,1.9419170235434062,3.0,4.0,0,human
29.0,8.0,0.7241379310344828,2.780779927626624,0.7586206896551724,0.0,0.0,0.0,0.0,0.0,1.0,31.34058778463735,1.8831593278000445,3.0,4.0,0,human
11.0,7.0,0.36363636363636365,2.663532754804255,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,37.797992816737846,1.86104840256884,3.0,3.0,0,human
23.0,7.0,0.6956521739130435,2.6531467382894536,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,1.0,26.34142315290977,1.817307281838838,3.0,3.0,0,human
30.0,7.0,0.7666666666666666,2.651932579217033,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,28.457195328866003,1.9130536482602487,3.0,4.0,0,human
11.0,7.0,0.36363636363636365,2.5949066182439395,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,32.10525227453034,1.9123071842809547,3.0,3.0,0,human
19.0,7.0,0.631578947368421,2.6497944620435705,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,1.0,28.4785753825473,1.8141703759959344,3.0,4.0,0,human
22.0,8.0,0.6363636363636364,2.7676461209612238,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,1.0,31.943657258308257,1.7624397080297685,3.0,4.0,0,human
23.0,7.0,0.6956521739130435,2.6444627843668553,0.782608695652174,0.0,0.0,0.0,0.0,0.0,1.0,38.00009770844325,2.0870043182912514,3.0,3.0,0,human
17.0,7.0,0.5882352941176471,2.6312929881819005,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,1.0,35.64989559330697,1.9620822323901763,3.0,4.0,0,human
25.0,7.0,0.72,2.6605038327557686,0.76,0.0,0.0,0.0,0.0,0.0,1.0,35.0728185059807,1.912552383121186,3.0,3.0,0,human
17.0,8.0,0.5294117647058824,2.74894004700543,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,1.0,32.02585320233776,2.1155898005405525,3.0,4.0,0,human
27.0,8.0,0.7037037037037037,2.7315841509378878,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,1.0,34.96145391211096,1.9706833244089756,3.0,3.0,0,human
24.0,7.0,0.7083333333333333,2.6693721485946105,0.75,0.0,0.0,0.0,0.0,0.0,1.0,37.124319390826116,1.9009959511479555,3.0,3.0,0,human
21.0,9.0,0.5714285714285714,2.8104469014038256,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,1.0,36.865310801225924,1.9716726902871684,3.0,4.0,0,human
10.0,6.0,0.4,2.5219280948873624,0.7,0.0,0.0,0.0,0.0,0.0,1.0,50.87613429421176,1.701280359773343,3.0,3.0,0,human
30.0,9.0,0.7,2.8178561135066156,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,31.657019239131323,1.9185172939118422,3.0,3.0,0,human
23.0,8.0,0.6521739130434783,2.7729244557748216,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,1.0,28.711760354091023,1.8824408138738198,3.0,4.0,0,human
18.0,8.0,0.5555555555555556,2.7527152789797045,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,1.0,35.45015442910522,2.115449924957461,3.0,3.0,0,human
21.0,8.0,0.6190476190476191,2.7152088061657302,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,1.0,38.705001680866665,1.903169185550721,3.0,3.0,0,human
12.0,6.0,0.5,2.4591479170272446,0.75,0.0,0.0,0.0,0.0,0.0,1.0,37.79133307133739,2.0691602591570337,3.0,3.0,0,human
